ciqual_code,name_fr,group_name_fr,subgroup_name_fr,carbs_raw,carbs_g_100g,carbs_qualifier
25564,"Tarte aux noix de Saint-Jacques, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","21,7",21.7,exact
25568,"Pastilla au poulet, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","14,1",14.1,exact
25570,"Pizza aux lardons, oignons et fromage, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","28,3",28.3,exact
25572,"Crêpe ou galette aux noix de Saint-Jacques, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","15,5",15.5,exact
25573,Tarte ou quiche salée (aliment moyen),entrées et plats composés,"pizzas, tartes et crêpes salées","24,3",24.3,exact
25581,"Crêpe ou galette béchamel et champignon, préemballée, cuite",entrées et plats composés,"pizzas, tartes et crêpes salées","18,5",18.5,exact
25623,"Tarte au maroilles ou flamiche au maroilles, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",23,23,exact
25625,"Crêpe ou galette au poisson et / ou fruits de mer, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",15,15,exact
25649,"Crêpe ou galette chèvre, lardon, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","16,3",16.3,exact
25671,"Pizza au chèvre, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","27,1",27.1,exact
26256,"Ficelle picarde, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","11,9",11.9,exact
26267,"Tarte épinard chèvre, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","21,3",21.3,exact
26268,"Tielle sétoise, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","29,4",29.4,exact
26270,"Pizza au thon, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","23,7",23.7,exact
26271,"Pizza kebab, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","26,6",26.6,exact
26272,"Pizza au poulet, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","28,2",28.2,exact
26273,"Pizza type raclette ou tartiflette, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","27,3",27.3,exact
26274,"Pizza au speck ou jambon cru, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées","27,4",27.4,exact
7811,"Focaccia, garnie",entrées et plats composés,sandwichs,"29,5",29.5,exact
7812,"Fougasse, garnie",entrées et plats composés,sandwichs,"42,1",42.1,exact
25400,"Croque-monsieur, jambon, fromage et beurre, fait maison",entrées et plats composés,sandwichs,-,,missing
25403,"Hot-dog, préemballé",entrées et plats composés,sandwichs,"26,3",26.3,exact
25413,"Hamburger, de restauration rapide",entrées et plats composés,sandwichs,"29,5",29.5,exact
25414,"Cheeseburger, de restauration rapide",entrées et plats composés,sandwichs,"22,3",22.3,exact
25415,"Double cheeseburger, de restauration rapide",entrées et plats composés,sandwichs,"19,4",19.4,exact
25416,"Burger au poisson, de restauration rapide",entrées et plats composés,sandwichs,"26,7",26.7,exact
25428,"Sandwich grec ou kebab, pita, crudités",entrées et plats composés,sandwichs,17,17,exact
25429,"Sandwich grec ou kebab, baguette, crudités",entrées et plats composés,sandwichs,"29,9",29.9,exact
25431,"Sandwich baguette, thon crudités mayonnaise, fait maison",entrées et plats composés,sandwichs,"32,1",32.1,exact
25434,"Sandwich panini, jambon cru mozzarella, tomates",entrées et plats composés,sandwichs,"25,7",25.7,exact
25475,"Sandwich baguette, jambon, oeuf, crudités, beurre",entrées et plats composés,sandwichs,"31,7",31.7,exact
25476,"Sandwich baguette, poulet crudités mayonnaise, fait maison",entrées et plats composés,sandwichs,"34,9",34.9,exact
25485,"Sandwich baguette, jambon emmental, préemballé",entrées et plats composés,sandwichs,"27,9",27.9,exact
25488,"Sandwich baguette, saumon fumé beurre",entrées et plats composés,sandwichs,"41,7",41.7,exact
25490,"Sandwich baguette, thon maïs crudités, préemballé",entrées et plats composés,sandwichs,"23,9",23.9,exact
25501,"Sandwich panini, trois fromages",entrées et plats composés,sandwichs,25,25,exact
25502,"Burger au poulet, de restauration rapide",entrées et plats composés,sandwichs,"23,8",23.8,exact
25513,Pan bagnat,entrées et plats composés,sandwichs,"27,8",27.8,exact
25517,"Sandwich baguette, jambon beurre, fait maison",entrées et plats composés,sandwichs,"35,1",35.1,exact
25518,"Sandwich baguette, camembert beurre, fait maison",entrées et plats composés,sandwichs,"34,8",34.8,exact
25519,"Sandwich baguette, pâté cornichons",entrées et plats composés,sandwichs,"33,5",33.5,exact
25520,"Sandwich baguette, saucisson beurre, fait maison",entrées et plats composés,sandwichs,"35,2",35.2,exact
25521,"Sandwich baguette, jambon emmental beurre",entrées et plats composés,sandwichs,"30,2",30.2,exact
25522,Sandwich (aliment moyen),entrées et plats composés,sandwichs,"30,3",30.3,exact
25523,"Toasts ou canapés salés, garnitures diverses, préemballés",entrées et plats composés,sandwichs,"22,4",22.4,exact
25530,"Sandwich baguette, crudités diverses mayonnaise",entrées et plats composés,sandwichs,"30,6",30.6,exact
25531,"Sandwich baguette, dinde crudités mayonnaise",entrées et plats composés,sandwichs,"31,2",31.2,exact
25532,"Sandwich baguette, oeuf crudités mayonnaise",entrées et plats composés,sandwichs,"31,6",31.6,exact
25533,"Sandwich baguette, porc crudités mayonnaise",entrées et plats composés,sandwichs,"31,2",31.2,exact
25535,"Sandwich baguette, merguez ketchup moutarde",entrées et plats composés,sandwichs,"32,7",32.7,exact
25536,"Sandwich baguette, salami beurre",entrées et plats composés,sandwichs,"33,9",33.9,exact
25542,"Croque-madame, fait maison",entrées et plats composés,sandwichs,"16,1",16.1,exact
25543,Sandwich baguette (aliment moyen),entrées et plats composés,sandwichs,"33,2",33.2,exact
25547,"Croque-monsieur, préemballé",entrées et plats composés,sandwichs,"26,1",26.1,exact
25575,"Sandwich pain de mie complet, thon crudités, préemballé",entrées et plats composés,sandwichs,"24,3",24.3,exact
25576,"Sandwich pain de mie complet, jambon fromage, préemballé",entrées et plats composés,sandwichs,"23,8",23.8,exact
25577,"Sandwich pain de mie complet, poulet crudités, préemballé",entrées et plats composés,sandwichs,23,23,exact
25599,"Sandwich pain de mie complet, jambon, préemballé",entrées et plats composés,sandwichs,"26,3",26.3,exact
25632,"Sandwich baguette, thon crudités mayonnaise, vente à emporter",entrées et plats composés,sandwichs,"28,8",28.8,exact
25633,"Sandwich baguette, jambon beurre, vente à emporter",entrées et plats composés,sandwichs,"38,8",38.8,exact
25634,"Sandwich baguette, jambon emmental, vente à emporter",entrées et plats composés,sandwichs,"34,5",34.5,exact
25638,"Sandwich baguette, poulet crudités mayonnaise, vente à emporter",entrées et plats composés,sandwichs,"29,7",29.7,exact
25639,"Sandwich baguette, saucisson beurre, vente à emporter",entrées et plats composés,sandwichs,"36,9",36.9,exact
25640,"Sandwich baguette, camembert beurre, vente à emporter",entrées et plats composés,sandwichs,"32,9",32.9,exact
25641,"Sandwich pain de mie complet, saucisson ou rosette, préemballé",entrées et plats composés,sandwichs,"26,3",26.3,exact
25643,"Burger au poulet, préemballé",entrées et plats composés,sandwichs,"25,2",25.2,exact
25644,"Cheeseburger, préemballé",entrées et plats composés,sandwichs,"22,7",22.7,exact
25645,"Sandwich pain de mie complet, bacon crudités, préemballé",entrées et plats composés,sandwichs,"25,8",25.8,exact
25646,Wrap végétarien fromage crudités,entrées et plats composés,sandwichs,"19,5",19.5,exact
25647,Wrap poulet crudités,entrées et plats composés,sandwichs,"23,6",23.6,exact
